Business,L2 Category,L3 Category,Bet Category,Upgrade L1 Theme,Upgrade L2 Theme,Brand Name,SKU Name,Item Code,Exclusivity Type,"Validated for ""Upgrade"" Proposition",Include in Overall Tracking,Upgrade
FMCG,Ice Creams,-,Ice Creams,Fruit,,LAZZA,Lazza tender coconut tub,599081,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Get-A-Way,Get-A-Way Choco Brownie Cookie Ice Cream Sandwich,966005,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Go Zero,Go Zero Only Vanilla Low Calorie Guilt Free Icecream Tub,876797,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Indulge Creamery,Indulge Creamery Belgian Chocolate Sugar Free Ice Cream Indulge Creamery Belgian Chocolate Sugar Free Cone Ice Cream,948444,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,TOP 'N TOWN,Top N town Sugar free Vanilla cup 125 ML,102481,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Dinshaw's,Dinshaw's Aam Hi Aam,210710,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Giani's,Gianis sugarfree vanila cup,950141,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Giani's,Gianis sugarfree chocolate cup,287672,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Go Zero,Go Zero Dark Roast Coffee Ice Cream Cup,669724,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,SKEI,SKEI Loaded Mango Jelly Ice Cream Can,242513,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Natural Ice Cream,Natural Ice Cream Chickoo Tub,282951,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,FruBon,FruBon Litchi Faluda Kulfi Ice Cream Tub,329312,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,LAZZA,LAZZA Dessert Mist Strawberry Ice Cream,372304,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,LAZZA,LAZZA Rich Fp Natural Tender Coconut,412483,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,LAZZA,LAZZA Classic Max Tender Coconut Bar,435350,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Naked Fruit,NAKED FRUITS CHOCOLATE BROWNIE GUILT LESS ICECREAM  ICE CREAM TUB,290889,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,LAZZA,Lazza rich sugar free vanilla tub,447485,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,FruBon,Frubon French Vanilla Sugar Free Cup 100.0 MILLILITRE,99220,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,FruBon,Frubon Butterscotch Sugar Free Cup 100.0 MILLILITRE,439746,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Dinshaw's,Dinshaws No Sugar - Vanilla 125ml,337000,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Get-A-Way,Get-A-Way Blueberry Cheesecake Cone,639100,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Giani's,Giani's Bars - Mix Berry Crunch Ice cream stick,600240,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,LAZZA,LAZZA Rich Blueberry Ice Cream,670589,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Mercely's,Mercely's No Added Sugar French Vanilla Ice Cream Mini Tub- 125 ML,802752,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,TOP 'N TOWN,Top N town alphanso mango,149866,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,TOP 'N TOWN,Top N town Tender coconut,602744,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,TOP 'N TOWN,Top N town Sitaphal,63931,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Verka,Verka Mango tub,894526,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Verka,Verka Pink Guava cup,741816,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Verka,Verka Litchi tub,270784,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Verka,Verka Strawberry tub,890985,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Get-A-Way,Get-A-Way Mango Duet,725797,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS SITAPHAL GUILT LESS ICECREAM (65% FRUIT) ICE CREAM TUB,210223,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS JACKFRUIT GUILT LESS ICECREAM (65% FRUIT) ICE CREAM TUB,896514,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS ALPHONSO MANGO GUILT LESS ICECREAM (65% FRUIT) ICE CREAM TUB,687773,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS CHILLI MANGO POPTAIL - COCKTAIL & MOCKTAIL MIXER ICE CREAM POPSICLE,960758,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS ALPHONSO MANGO POPTAIL ICE CREAM POPSICLE,133564,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS ALPHONSO MANGO STRAWBERRY POPTAIL ICE CREAM POPSICLE,464481,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,"NAKED FRUITS MIXED CHOCO RASPBERRY FRUIT GEMS (WHITE, MILK & DARK CHOCOLATE) ICE CREAM MINI BITES",700127,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS STRAWBERRY SHOCKERS ICE CREAM,229034,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Naked Fruit,NAKED FRUITS 3D  ALPHONSO MANGO ICECREAM POP,247719,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Get-A-Way,Get-A-Way I Love Layers Strawberry Cheesecake Dessert,860758,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,LAZZA,Lazza gajjar halwa tub,390152,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,MERCELY'S,Mercleys passion fruit tub,730966,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,HANGYO,HANGYO Strawberry Ice Cream Tub,900042,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,MERCELY'S,mercleys jackfruit tub,352814,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Kwality Wall's,Kwality Wall's Cornetto Black Currant Ice Cream Cone,930826,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Get-A-Way,"Get-A-Way Raspberry Duet High Protein, Zero Sugar Ice Cream Stick",932255,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Arun,Vanilla & Raspberry Slice It,781292,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Apsara,Apsara Guava glory 500ml,604067,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Apsara,Apsara blueberry cheesecake 500 mol,775019,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Apsara,Apsara coconut 500 ml,839750,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Apsara,Apsara orange apricot 500ml,358255,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Apsara,Apsara pineapple passion 500ml,135363,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Apsara,Apsara asli alphonso mango 500ml,355424,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,Apsara,Apsara cheeky chiko 500 ml,975068,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Fruit,,LAZZA,LAZZA Rich Strawberry Excess Ice Cream,979230,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Havmor,Havmor Sugar Free Vanilla Ice Cream Cup,326531,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Havmor,Havmor Sugar Free Kesar Pista Ice Cream Cup,226596,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Go Zero,Go Zero Choco Delight Guilt Free Ice cream Tub,734256,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Go Zero,Go Zero Alphanso Mango Guilt Free Ice cream Tub,959184,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Giani's,Giani's No added sugar Chocolate Ice Cream Tub,501411,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,Giani's,Giani's No added Sugar Special Ice Cream Tub,783075,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Ice Creams,-,Ice Creams,Guilt Free,,TOP 'N TOWN,Top N town Sugar free Chocolate cup ,137248,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Makhana & Nuts,Nuts,Munchies and Snacks,Healthier,Cooking Method,Swissyum,Roasted Salted Peanuts 180g,501253,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Moong Dal,Munchies and Snacks,Healthier,Better Oil,Chheda's,Chheda's No Palm Oil Moong Dal 150 G,541996,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Puffs,Munchies and Snacks,Healthier,Ingredient,Let's Try,jowar puffs - cheese flavour,258041,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Papdi,Munchies and Snacks,Healthier,Better Oil,Chheda's,Chheda's No Palm Oil Masala Papdi 120 G,700564,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Beetroots sticks,Munchies and Snacks,Healthier,Better Oil,Namaskaram,BEETROT STICKS,559707,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Quinoa Bhujia,Munchies and Snacks,Healthier,Ingredient,Namaskaram,QUINOA LACCHA (Bhujia),343905,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Mixtures,Munchies and Snacks,Healthier,Better Oil,Let's Try,Let's Try Aloo Lachaa,153868,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Makhana & Nuts,Makhana,Munchies and Snacks,Healthier,Ingredient,Farmley,Farmley Cheesy Cheddar Makhana - Roasted In Olive Oil 77 g,212581,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Makhana & Nuts,Nuts,Munchies and Snacks,Healthier,Better Oil,Bikaji,Bikaji Flaky Mix,322879,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen Snacks,Murukku,Munchies and Snacks,Healthier,Better Oil,Country Delight,Country Delight Muruku - Homestyle Recipe,217235,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Ragi Bhujia,Munchies and Snacks,Healthier,Ingredient,Namaskaram,RAGI LACCHA (Bhujia),676513,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Beetroots chips,Munchies and Snacks,Healthier,Ingredient,Namaskaram,BEETROOT CHIPS,870944,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Naagin Sauce - Smoking Hot Bhoot Chips 44 g,71731,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Veggie Stix Sour Cream & Onion 41 g,867,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Karare Munchy Masala 70 g,2713,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Puffs,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm Bhoot Karare 67 g,210108,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! VS SOUR CREAM & ONION 75 g,1485,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Karare Chilly Achari 70 g,2714,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! KARARE NOODLE MASALA 70 g,6849,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Naagin Sauce Smoking Hot Bhoot Chips 82 g,57538,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! VS CHILLI CHATAKA 41 g,5462,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Potato Chips Kashmiri Chilli 82 g,66193,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Kashmiri Chilli Potato Chips | Crispy Crunchy Snack Food | On-The-Go Munchies | 44 g,747644,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! American Cream & Onion Potato Chips  | Crispy Crunchy Snack Food | On-The-Go Munchies 44 g,625891,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Potato Chips American Sour Cream And Onion 82 g,48675,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Indian Masala Potato Chips | Crispy Crunchy Snack Food | On-The-Go Munchies 44 g,600988,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Veggie Stix Chilli Chataka 75 g,8585,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Tomato Thunder Rings 70 g,91259,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Namkeens,Nuts,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Namkeen Tasty Nuts 200 g,45001,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Puffs,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm Cornado Extra Cheesy Corn Puffs 64 g,849314,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm Bhoot Wafers 40 g,567484,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Puffs,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm Korean Karare| Hot & Spicy Chilli Crisps| Not Fried 90g,338738,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Namkeens,Bhujia,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Namkeen Bikaneri Bhujia 190 g,44029,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Wafers,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Wafers Spicy Chilli 80 g,91685,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Namkeens,Nuts,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Namkeen Salted Peanuts 180 g,45002,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Spicy Chilli Wafers Tasty & Chilli | Indian Flavours | Healthy Chips And Snacks 40 g,292985,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Crunchies,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Potato Stix Aloo Chat 70 g,57604,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Chips Indian Masala 82 g,18324,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Namkeens,Bhujia,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Namkeen Aloo Bhujia 200 g,44030,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm Bhoot Wafers 82 g,342340,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Namkeens,Dal Mixture,Munchies and Snacks,Healthier,Better Oil,Too Yumm,Too Yumm! Namkeen Moong Dal 190 g,44031,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Namkeen,chekkalu,Munchies and Snacks,Healthier,Better Oil,Parampara,Parampara The Mithai Shop Chekkalu,289833,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Masala sakinalu,Munchies and Snacks,Healthier,Better Oil,Parampara,Parampara The Mithai Shop Masala Sakinalu,433375,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Hot Potato Chips Salt,310832,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Hot Potato Chips Chilli,301510,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Hot Potato Chips Peri Peri,146100,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Potato Chips,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Hot Potato Chips Gunpowder,619416,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Tapioca Chips,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Tapioca Chips Double Chilli,100921,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Tapioca Chips,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Tapioca Chips Double Chilli,100921,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen Snacks,Murukku,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Andhra Spicy Murukku,984566,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Chips,Ragi Chips,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Ragi Chips,608542,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen Snacks,Kodubale,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Onion Kodubele,607619,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Namkeen,Murukku,Munchies and Snacks,Healthier,Better Oil,VS Mani,VS Mani Butter Murukku,606415,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Lassi,Lassi,Thick Lassi,,NOICE,noice fresh punjabi malai lassi (homestyle),155883,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Lassi,Lassi,Thick Lassi,,NOICE,noice fresh rose thick lassi (homestyle),351803,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Lassi,Lassi,Thick Lassi,,NOICE,noice fresh mango thick lassi (homestyle),477229,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk ,Fresh Milk,Milk ,Organic Milk,,Akshayakalpa,akshayakalpa pasteurized cow milk pouch,18916,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk ,Fresh Milk,Milk ,Organic Milk,,Akshayakalpa,akshayakalpa organic high protein milk,127426,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk ,Fresh Milk,Milk ,Organic Milk,,Akshayakalpa,akshayakalpa amrutha farm fresh organic cow milk,3373,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Curd,Set Curd,Curd,Organic Curd,,Akshayakalpa,akshayakalpa artisanal organic set curd,8485,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Curd,Set Curd,Curd,Organic Curd,,Akshayakalpa,akshayakalpa artisanal organic set curd,7171,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Curd,Pouch Curd,Curd,Organic Curd,,Akshayakalpa,akshayakalpa amrutha a2 protein-organic curd,3374,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Curd,Set Curd,Curd,Organic Curd,,Akshayakalpa,akshayakalpa artisanal organic set curd,709,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Paneer and Cream,Paneer,Paneer,Organic Paneer,,Akshayakalpa,akshayakalpa organic high protein paneer,786301,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Paneer and Cream,Paneer,Paneer,Organic Paneer,,Akshayakalpa,akshayakalpa organic malai paneer,2989,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Buttermilk,Buttermilk,Organic Buttermilk,,Akshayakalpa,akshayakalpa organic probiotic buttermilk plain,27521,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Buttermilk,Buttermilk,Organic Buttermilk,,Akshayakalpa,akshayakalpa organic spiced butter milk - uht,78862,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Buttermilk,Buttermilk,Organic Buttermilk,,Akshayakalpa,akshayakalpa - organic probiotic butter milk spiced,4199,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Buttermilk,Buttermilk,Organic Buttermilk,,Akshayakalpa,akshayakalpa organic buttermilk plain uht,629898,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Eggs,White Eggs,Eggs,High Protein Eggs,,NOICE,noice high protein eggs (nut & bean feed) | packaging may vary PO 6,853103,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Eggs,White Eggs,Eggs,High Protein Eggs,,NOICE,noice high protein eggs (nut & bean feed) | packaging may vary PO 10,839704,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Curd,Tub Curd,Curd,Matka Curd,,NOICE ,NOICE Matka Curd,705647,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk,Fresh Milk,Milk,Organic Milk,,Heritage,heritage organic cow milk,543721,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Paneer and Cream,Paneer,Paneer,High Protein,,Epigamia,Epigamia High Protein Paneer,444414,Level 2: Pricing Exclusivity,Yes,Yes,True
Fresh,Paneer and Cream,Paneer,Paneer,High Protein,OPP,Nutriway,Nutriway High Protein Paneer,349027,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Buttermilk,Buttermilk,Fresh,,NOICE,NOICE Fresh Masala Buttermilk (Homestyle),763382,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Flavoured Milk,Flavoured Milk,Fresh,,NOICE,NOICE Fresh Rose Milk (Made Fresh Everday),889321,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Buttermilk,Buttermilk,Fresh,,NOICE,NOICE Butter Milk | Majjiga (Made Fresh Everday),715064,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Buttermilk,Buttermilk,Fresh,,NOICE,NOICE Fresh Butter Milk (Made Fresh Everday),912349,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Flavoured Milk,Flavoured Milk,Fresh,,NOICE,"NOICE OG Cold Coffee (Freshly Prepared, No Artificial Flavours)",908627,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Flavoured Milk,Flavoured Milk,Fresh,,NOICE,"NOICE Blueberry Smoothie (No Preservatives, Made Fresh Everyday)",140728,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Lassi,Lassi,Thick Lassi,,NOICE,NOICE Fresh Malai Lassi (Made Fresh Everday),774932,Level 3: Complete SKU Exclusivity,Yes,Yes,True
Fresh,Milk Based Drinks,Lassi,Lassi,Thick Lassi,,NOICE,NOICE Fresh Mango Lassi (Handchurned With Alphonso Mango),689150,Level 3: Complete SKU Exclusivity,Yes,Yes,True
